IDQA,COORD_X,COORD_Y,ESTABLIMENT,TITULAR,GRUP_ACTIVITAT,EPIGRAF_DEI,EPIGRAF_PCAA,INFORME_PROGRAMA_2018,INFORME_PROGRAMA_2017,INFORME_PROGRAMA_2016,INFORME_PROGRAMA_2015,GEOMETRIA
1213,431423,4599904,"DISTILLER, SA","DISTILLER, SA",Gestor de residus,5.1.e),I.1 - 10.1,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/S/W-01213-B1INS180294.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/1213_B1INS160091.pdf,-,POINT (431423 4599904)
1214,440472,4608655,ORRION CHEMICALS BISCHEM,"ORRION CHEMICALS BISCHEM, S.L.",Industrial,4.2.e),I.1 - 5.2.e),-,-,-,-,POINT (440472 4608655)
1216,344350,4584250,"VERALLIA SPAIN, SA","VERALLIA SPAIN, SA",Industrial,3.3,I.1 - 4.5,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/tarragona/M/W-01216-B1INS180067.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/tarragona/M/T1INS150019_SAINT_GOBAIN_VICASA_montblanc.pdf,POINT (344350 4584250)
1217,451908,4597089,PLANTA INCINERADORA,UTE TRACTAMENTS ECOLOGICS DEL MARESME,Gestor de residus,5.2.a),I.1 - 10.4,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01217-B1INS170233.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/1217-B1INS150563.pdf,POINT (451908 4597089)
1218,425285,4576765,INNOSPEC PERFORMANCE CHEMICALS SPAIN,"INNOSPEC PERFORMANCE CHEMICALS SPAIN, SL",Industrial,4.1.k),I.1 - 5.1.k),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/B/W-01218-B1INS170522.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/B/1218_B1INS160054.pdf,-,POINT (425285 4576765)
1219,417289,4586061,"FERROMOLINS, SL","FERROMOLINS, SL",Gestor de residus,5.1.b),I.1 - 10.1,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01219-B1INS170500.pdf,-,-,POINT (417289 4586061)
1220,406000,4621507,"DESGUACES DEL BAGES, S.L.","DESGUACES DEL BAGES, S.L.",Gestor de residus,No DEI,I.1,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/S/W-01220-B1INS170349.pdf,-,-,POINT (406000 4621507)
1221,278877.5,4513165,ANTONIO LOPEZ ESQUERRE,"AGRICOLA I RAMADERA SOFTI, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/terres_ebre/M/1221-E1INS160006.pdf,-,POINT (278877.5 4513165)
1223,290182.5,4603230,TRESANCHEZ S.C.,"TRESANCHEZ, SC",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/S/W-01223-L1INS170144.pdf,-,-,POINT (290182.5 4603230)
1224,349433,4641020,GRANJA LES PLANES (Ponts),JOSEP LLUIS BERTRAN TORRA,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/P/W-01224-L1INS160152.pdf,-,POINT (349433 4641020)
1225,328500,4626400,GRANJA FILELLA,"AGROPECUARIA CUBERES, S.C.P.",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/M/W-01225-L1INS180418.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/M/W-01225-L1INS160213.pdf,-,POINT (328500 4626400)
1227,274297.5,4501995,GRANJA ESTIVALIZ,SERGIO GALIA PEREZ,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/terres_ebre/S/W-01227-E1INS170036.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/terres_ebre/S/E1INS150039_estivaliz_senia.pdf,POINT (274297.5 4501995)
1229,351485,4560742,SOCIEDAD ESPAÑOLA CARBUROS METALICOS-PLANTA LIQUACIÓ,SOCIEDAD ESPAÑOLA CARBUROS METALICOS S.A.,Industrial,4.2.a),I.1 - 5.2.a),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/tarragona/P/W-01229-T1INS180132.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/tarragona/P/W-01229-T1INS170105.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/tarragona/P/1229-T1INS160125.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/tarragona/P/1229-T1INS150138.pdf,POINT (351485 4560742)
1230,501138,4661795,L'ARTIGA,"GRANGES L'ARTIGA, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/G/1230-G1INS160091.pdf,-,POINT (501138 4661795)
1233,336350,4605420,LA PLETA,NURIA VIDAL MIR,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/S/W-01233-L1INS180342.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/S/W-01233-L1INS160228.pdf,-,POINT (336350 4605420)
1235,435640,4585577,PLANTA DE VALORITZACIO ENERGETICA DE SANT ADRIA DE BESOS,"TRACTAMENT I SELECCIO DE RESIDUS, S.A.",Gestor de residus,5.2.a),I.1 - 10.4,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/S/W-01235-B1INS180624.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/1235-B1INS160471-IW.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/S/B1INS150584_tractament_residus_stadria.pdf,POINT (435640 4585577)
1237,313902.5,4646017.5,GRANJA ASPRES,"GREGORI SALSE, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/A/W-01237-L1INS160190.pdf,-,POINT (313902.5 4646017.5)
1238,317236,4627991,"CERAMICA LA COMA, S.A.","CERAMICA LA COMA, S.A.",Industrial,3.5,I.1 - 4.7,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/B/W-01238_L1INS180164.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/B/W-01238-L1INS160160.pdf,-,POINT (317236 4627991)
1246,471918,4646196,EXIDE TECHNOLOGIES RECYCLING S.L.,EXIDE TECHNOLOGIES RECYCLING S.L.,Gestor de residus,5.1.g),I.1 - 10.1,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/S/W-01246-G1INS180189.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/girona/S/W-01246-G1INS170189.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/S/1246-G1INS160108.pdf,-,POINT (471918 4646196)
1248,406317,4597866,LABORATORIOS AGROCHEM S.L.,"LABORATORIOS AGROCHEM, S.L",Industrial,4.4,I.1 - 5.4,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/E/W-01248-B1INS170159.pdf,-,-,POINT (406317 4597866)
1252,291875,4630370,GRANJA PEDROS SOTUS,EUGENI PEDROS SOTUS,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/A/W-01252-L1INS170253.pdf,-,-,POINT (291875 4630370)
1157,357874,4628250,COMPLEX CARNI LA CLOSA,"CORPORACIÓ ALIMENTARIA GUISSONA, SA",Industrial,9.1.a),I.1 - 7.1,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/G/W-01157-L1INS170224.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/G/1157-L1INS150163.pdf,POINT (357874 4628250)
1158,485775,4658195,CAN GIRONES,AMALIA GIFREU PUIG,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/C/W-01158-G1INS180114.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/girona/C/1158-G1INS150161.pdf,POINT (485775 4658195)
1162,436100,4654950,SAT ROUREDA,CONSTRUCCIONES E INVERSIONES SOLIS S.L,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/1162-B1INS150488.pdf,POINT (436100 4654950)
1164,484300,4669980,MAS ROCAS PASCUAL,"TRANSFORMADORA SUIS, SA",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/girona/C/W-01164-G1INS170131.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/girona/C/1164-G1INS150170.pdf,POINT (484300 4669980)
1165,435582,4599955,"EUROMED, S.A.","EUROMED, S.A.",Industrial,4.5,I.1 - 5.5,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01165-B1INS170507.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/M/1165_B1INS160375.pdf,-,POINT (435582 4599955)
1166,379840,4626885,GRANJA VILASECA,"MIQUEL PUJANTELL, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/M/W-01166-L1INS180290.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/M/1166-L1INS150284.pdf,POINT (379840 4626885)
1167,511437,4646114,GRANJA TRIA,"TRIAS BALMANYA, SC",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/P/W-01167-G1INS180108.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/girona/P/1167-G1INS150139.pdf,POINT (511437 4646114)
1169,299090,4628900,"TEULERIA ALMENAR, S.A. (TEALSA)","TEULERIA ALMENAR, S.A. (TEALSA)",Industrial,3.5,I.1 - 4.7,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/A/W-01169-L1INS180103.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/A/W-01169-L1INS170076.pdf,-,-,POINT (299090 4628900)
1171,441078,4608971,"DERIVADOS Y POLÍMEROS, SA (DERYPOL)","DERIVADOS Y POLÍMEROS, SA (DERYPOL)",Industrial,4.1.h),I.1 - 5.1.h),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/F/W-01171-B1INS180248.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/F/W-01171-B1INS170268.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/F/1171-B1INS150320.pdf,POINT (441078 4608971)
